soma_joinid	collection_id	collection_name	collection_doi	dataset_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
496	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	c42c8ad3-9761-49e5-b9bf-ee8ebd50416f	Spatiotemporal analysis of human intestinal development at single-cell resolution: Endothelium	c42c8ad3-9761-49e5-b9bf-ee8ebd50416f.h5ad	4154
497	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	9d5df009-eb76-43a3-b6cd-22017cc53700	Spatiotemporal analysis of human intestinal development at single-cell resolution: All cells	9d5df009-eb76-43a3-b6cd-22017cc53700.h5ad	76592
499	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	1009f384-b12d-448e-ba9f-1b7d2ecfbb4e	Neuronal — Cells of the adult human heart	1009f384-b12d-448e-ba9f-1b7d2ecfbb4e.h5ad	3961
500	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	ed852810-a003-4386-9846-1638362cee39	Immune — Cells of the adult human heart	ed852810-a003-4386-9846-1638362cee39.h5ad	40868
501	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	9d584fcb-a28a-4b91-a886-ceb66a88ef81	Fibroblasts — Cells of the adult human heart	9d584fcb-a28a-4b91-a886-ceb66a88ef81.h5ad	59341
503	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	84f1a631-910b-4fbb-9f76-d915a07316d2	Atrial cardiomyocytes — Cells of the adult human heart	84f1a631-910b-4fbb-9f76-d915a07316d2.h5ad	23483
504	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	f75f2ff4-2884-4c2d-b375-70de37a34507	Adipocytes — Cells of the adult human heart	f75f2ff4-2884-4c2d-b375-70de37a34507.h5ad	3799
507	9c8808ce-1138-4dbe-818c-171cff10e650	A single-cell transcriptional roadmap of the mouse and human lymph node lymphatic vasculature	10.3389/fcvm.2020.00052	cfa3c355-ee77-4fc8-9a00-78e61d23024c	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature - human	cfa3c355-ee77-4fc8-9a00-78e61d23024c.h5ad	4355
510	558385a4-b7b7-4eca-af0c-9e54d010e8dc	Single-Cell RNAseq analysis of diffuse neoplastic infiltrating cells at the migrating front of human glioblastoma	10.1016/j.celrep.2017.10.030	774c18c5-efa1-4dc5-9e5e-2c824bab2e34	Infiltrating Neoplastic Cells Human Glioblastoma	774c18c5-efa1-4dc5-9e5e-2c824bab2e34.h5ad	3589
511	51544e44-293b-4c2b-8c26-560678423380	Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes	10.1038/s42255-022-00531-x	37b21763-7f0f-41ae-9001-60bad6e2841d	Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes	37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad	69645
531	24d42e5e-ce6d-45ff-a66b-a3b3b715deaf	Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease	10.1038/s41467-019-12464-3	01209dce-3575-4bed-b1df-129f57fbc031	Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease	01209dce-3575-4bed-b1df-129f57fbc031.h5ad	51876
563	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	e763ed0d-0e5a-4b8e-9514-6da3d9e47956	Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	e763ed0d-0e5a-4b8e-9514-6da3d9e47956.h5ad	7274
564	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	db0752b9-f20e-40b8-8997-992f3ae0bb2e	Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	db0752b9-f20e-40b8-8997-992f3ae0bb2e.h5ad	55348
565	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	055ca631-6ffb-40de-815e-b931e10718c0	Individual Single-Cell RNA-seq PBMC Data from Wilk et al.	055ca631-6ffb-40de-815e-b931e10718c0.h5ad	41305
566	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	4c4cd77c-8fee-4836-9145-16562a8782fe	Individual Single-Cell RNA-seq PBMC Data from Lee et al.	4c4cd77c-8fee-4836-9145-16562a8782fe.h5ad	43512
567	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	d9b4bc69-ed90-4f5f-99b2-61b0681ba436	B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	d9b4bc69-ed90-4f5f-99b2-61b0681ba436.h5ad	20000
568	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f	Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.	59b69042-47c2-47fd-ad03-d21beb99818f.h5ad	49139
570	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	ae5341b8-60fb-4fac-86db-86e49ee66287	Individual Single-Cell RNA-seq PBMC Data from Guo et al.	ae5341b8-60fb-4fac-86db-86e49ee66287.h5ad	14783
572	9b02383a-9358-4f0f-9795-a891ec523bcc	Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney	10.1038/s41467-021-22368-w	9df60c57-fdf3-4e93-828e-fe9303f20438	Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney - RNAseq	9df60c57-fdf3-4e93-828e-fe9303f20438.h5ad	19985
573	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	f7a068f1-0fdb-48e8-8029-db870ff11d9e	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration inhibitory neurons	f7a068f1-0fdb-48e8-8029-db870ff11d9e.h5ad	10980
574	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	9b686bb6-1427-4e13-b451-7ee961115cf9	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration non-nuerons	9b686bb6-1427-4e13-b451-7ee961115cf9.h5ad	1705
575	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	b6203114-e133-458a-aed5-eed1028378b4	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration excitory neurons	b6203114-e133-458a-aed5-eed1028378b4.h5ad	7805
576	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	6acb6637-ac08-4a65-b2d1-581e51dc7ccf	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 4-species integration excitory neurons	6acb6637-ac08-4a65-b2d1-581e51dc7ccf.h5ad	7805
577	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	6c600df6-ddca-4628-a8bb-1d6de1e3f9b4	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus	6c600df6-ddca-4628-a8bb-1d6de1e3f9b4.h5ad	63608
578	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	bdacc907-7c26-419f-8808-969eab3ca2e8	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG microglia	bdacc907-7c26-419f-8808-969eab3ca2e8.h5ad	3799
579	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	24066994-8183-488d-b037-ef6bb524af39	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG oligodendrocyte	24066994-8183-488d-b037-ef6bb524af39.h5ad	15772
580	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	873ff933-4fda-4936-9a70-67df11af90ac	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG excitatory neurons	873ff933-4fda-4936-9a70-67df11af90ac.h5ad	15833
581	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	2727d83a-0af0-443a-bff8-58dc7028289a	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Entorhinal Cortex	2727d83a-0af0-443a-bff8-58dc7028289a.h5ad	42528
582	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	b94e3bdf-a385-49cc-b312-7a63cc28b77a	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG astrocytes	b94e3bdf-a385-49cc-b312-7a63cc28b77a.h5ad	5970
583	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	75a881cf-5d88-46e2-bf9b-97e5cbc1bd56	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC inhibitory neurons	75a881cf-5d88-46e2-bf9b-97e5cbc1bd56.h5ad	5331
584	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	cd77258f-b08b-4c89-b93f-6e6f146b1a4d	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC excitatory neurons	cd77258f-b08b-4c89-b93f-6e6f146b1a4d.h5ad	8362
585	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	06b91002-4d3d-4d2e-8484-20c3b31e232c	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC astrocytes	06b91002-4d3d-4d2e-8484-20c3b31e232c.h5ad	5500
586	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	1492eb6b-7d50-4c4d-94ac-c801a7d5555c	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG inhibitory neurons	1492eb6b-7d50-4c4d-94ac-c801a7d5555c.h5ad	7506
587	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	9f1049ac-f8b7-45ad-8e31-6e96c3e5058f	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC microglia	9f1049ac-f8b7-45ad-8e31-6e96c3e5058f.h5ad	5572
588	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	f9ad5649-f372-43e1-a3a8-423383e5a8a2	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC oligodendrocyte	f9ad5649-f372-43e1-a3a8-423383e5a8a2.h5ad	8168
589	a72afd53-ab92-4511-88da-252fb0e26b9a	Single-cell atlas of peripheral immune response to SARS-CoV-2 infection	10.1038/s41591-020-0944-y	456e8b9b-f872-488b-871d-94534090a865	Single-cell atlas of peripheral immune response to SARS-CoV-2 infection	456e8b9b-f872-488b-871d-94534090a865.h5ad	44721
591	5d445965-6f1a-4b68-ba3a-b8f765155d3a	A molecular cell atlas of the human lung from single cell RNA sequencing	10.1038/s41586-020-2922-4	e04daea4-4412-45b5-989e-76a9be070a89	Krasnow Lab Human Lung Cell Atlas, Smart-seq2	e04daea4-4412-45b5-989e-76a9be070a89.h5ad	9409
592	5d445965-6f1a-4b68-ba3a-b8f765155d3a	A molecular cell atlas of the human lung from single cell RNA sequencing	10.1038/s41586-020-2922-4	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	Krasnow Lab Human Lung Cell Atlas, 10X	8c42cfd0-0b0a-46d5-910c-fc833d83c45e.h5ad	65662
